source_file,source_record,token,expiry,strike,atm_strike,atm_iv,atm_iv_change,atm_iv_percentile,atm_ivp_type,pcr,max_pain_strike,chain_pcr,iv_change,callDelta,gamma,impliedVolatility,putDelta,theta,vega,ce_instrument_token,ce_last_price,ce_net_change,ce_absolute_price_change,ce_oi,ce_oi_change,ce_is_liquid,ce_liquidity_warnings,ce_volume,ce_best_buy_price,ce_best_sell_price,ce_oi_change_quantity,ce_intrinsic_value,ce_intrinsic_value_from_spot,ce_time_value,ce_pop,ce_breakeven,ce_breakeven_percentage,pe_instrument_token,pe_last_price,pe_net_change,pe_absolute_price_change,pe_oi,pe_oi_change,pe_is_liquid,pe_liquidity_warnings,pe_volume,pe_best_buy_price,pe_best_sell_price,pe_oi_change_quantity,pe_intrinsic_value,pe_intrinsic_value_from_spot,pe_time_value,pe_pop,pe_breakeven,pe_breakeven_percentage
256265_2026-03-17.jsonl,1,256265,2026-03-17,22050,23550,,,,,1.16,23600,670.67,,1,0,0,0,0,0,14755842,1543.15,-0.62,-2478.6,1170,0,false,high-bid-offer-spread,2340,1527.2,1601.5,1170,1523.29,1531.15,19.86,0,23593.15,0.05,14756098,0.05,-0.99,-5.15,779090,-0.152,false,high-bid-offer-spread,8376875,0,0.05,-139490,0,0,0.05,0,22049.95,-6.49
256265_2026-03-17.jsonl,1,256265,2026-03-17,22100,23550,,,,,1.16,23600,1327.79,,1,0,0,0,0,0,14756866,1489.85,0.17,219.54999999999995,1235,0.056,true,,585,1478.35,1481.65,65,1473.29,1481.15,16.56,0,23589.85,0.04,14757122,0.05,-0.99,-5.55,1638000,-0.301,false,high-bid-offer-spread,22280570,0,0.05,-706680,0,0,0.05,0,22099.95,-6.28
256265_2026-03-17.jsonl,1,256265,2026-03-17,22150,23550,,,,,1.16,23600,800.67,,1,0,0,0,0,0,14757378,1258.6,0.27,267.64999999999986,1430,2.667,false,high-bid-offer-spread,2145,1425.95,1478.6,1040,1423.29,1431.15,-164.69,0,23408.6,-0.73,14758146,0.05,-0.99,-6.15,1227720,0.555,false,high-bid-offer-spread,14219855,0,0.05,438425,0,0,0.05,0,22149.95,-6.07
256265_2026-03-17.jsonl,1,256265,2026-03-17,22200,23550,,,,,1.16,23600,1240.85,,1,0,0,0,0,0,14758402,1378,0.18,207.04999999999995,2535,-0.188,true,,2730,1378.4,1383.15,-585,1373.29,1381.15,4.71,0,23578,-0.01,14760194,0.05,-0.99,-6.6000000000000005,3225105,-0.307,false,high-bid-offer-spread,42612115,0,0.05,-1426230,0,0,0.05,,22199.95,-5.86
256265_2026-03-17.jsonl,1,256265,2026-03-17,22250,23550,,,,,1.16,23600,988.65,,1,0,0,0,0,0,14760450,1336.5,0.36,354.45000000000005,1235,0.727,true,,1170,1326.8,1337.4,520,1323.29,1331.15,13.21,0,23586.5,0.02,14760962,0.05,-0.99,-7.5,1282255,0.186,false,high-bid-offer-spread,16490825,0,0.05,201500,0,0,0.05,,22249.95,-5.65
256265_2026-03-17.jsonl,1,256265,2026-03-17,22300,23550,,,,,1.16,23600,555.47,,1,0,0,0,0,0,14761218,1290.4,0.19,206.55000000000018,4810,0.057,true,,5655,1277.4,1287.2,260,1273.29,1281.15,17.11,0,23590.4,0.04,14761474,0.05,-0.99,-8.049999999999999,2663570,-0.215,false,high-bid-offer-spread,41259010,0,0.05,-730275,0,0,0.05,,22299.95,-5.43
256265_2026-03-17.jsonl,1,256265,2026-03-17,22350,23550,,,,,1.16,23600,470.88,,1,0,0,0,0,0,14761730,1179.15,0.15,155.9000000000001,1625,0.563,false,high-bid-offer-spread,3315,1227.45,1273.45,585,1223.29,1231.15,-44.14,0,23529.15,-0.22,14761986,0.05,-0.99,-8.799999999999999,753610,-0.378,false,high-bid-offer-spread,18339555,0,0.05,-457470,0,0,0.05,,22349.95,-5.22
256265_2026-03-17.jsonl,1,256265,2026-03-17,22400,23550,,,,,1.16,23600,234.94,,1,0,0,0,0,0,14762242,1182.7,0.19,192.35000000000002,13650,-0.054,false,high-bid-offer-spread,14365,1178.65,1293.35,-780,1173.29,1181.15,9.41,0,23582.7,0.01,14762498,0.05,-0.99,-9.6,3181620,-0.056,false,high-bid-offer-spread,50864905,0,0.05,-189930,0,0,0.05,,22399.95,-5.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,22450,23550,,,,,1.16,23600,726.48,,1,0,0,0,0,0,14762754,1128.5,0.18,175.79999999999995,1495,-0.08,false,high-bid-offer-spread,2925,1128.95,1249.6,-130,1123.29,1131.15,5.21,0,23578.5,-0.01,14763010,0.05,-1,-10.899999999999999,1081340,-0.159,false,high-bid-offer-spread,24624795,0,0.05,-204360,0,0,0.05,0,22449.95,-4.8
256265_2026-03-17.jsonl,1,256265,2026-03-17,22500,23550,,,,,1.16,23600,234.03,,1,0,0,0,0,0,14763266,1082.85,0.21,186.54999999999995,31785,-0.647,true,,179270,1080.3,1082.9,-58240,1073.29,1081.15,9.56,0,23582.85,0.01,14763522,0.05,-1,-12,7476235,-0.038,false,high-bid-offer-spread,131305915,0,0.05,-297180,0,0,0.05,0,22499.95,-4.59
256265_2026-03-17.jsonl,1,256265,2026-03-17,22550,23550,,,,,1.16,23600,339.19,,1,0,0,0,0,0,14763778,1032.7,0.21,178.80000000000007,7475,-0.303,true,,10205,1028.95,1032.7,-3250,1023.29,1031.15,9.41,0,23582.7,0.01,14764034,0.05,-1,-13.45,2430480,0.846,true,,44281120,0.05,0.1,1113580,0,0,0.05,0,22549.95,-4.37
256265_2026-03-17.jsonl,1,256265,2026-03-17,22600,23550,,,,,1.16,23600,202.1,,1,0,0,0,0,0,14764290,980.15,0.22,179.94999999999993,20540,-0.319,true,,37180,980.15,982.7,-9620,973.29,981.15,6.86,0,23580.15,0,14765058,0.05,-1,-14.899999999999999,4217265,0.332,false,high-bid-offer-spread,85422285,0,0.05,1050140,0,0,0.05,0,22599.95,-4.16
256265_2026-03-17.jsonl,1,256265,2026-03-17,22650,23550,,,,,1.16,23600,136.58,,1,0,0,0,0,0,14765314,932.1,0.24,179.5,19435,-0.115,true,,28665,930.15,932.55,-2535,923.29,931.15,8.81,0,23582.1,0,14765570,0.05,-1,-17,2410395,0.431,true,,75909275,0.05,0.1,726570,0,0,0.05,0,22649.95,-3.95
256265_2026-03-17.jsonl,1,256265,2026-03-17,22700,23550,,,,,1.16,23600,126.6,,1,0,0,0,0,0,14765826,881.45,0.27,185.55000000000007,46215,-0.281,true,,75400,879.9,881.65,-18070,873.29,881.15,8.16,0,23581.45,0,14766082,0.05,-1,-19.2,5540275,0.199,true,,135606185,0.05,0.1,918580,0,0,0.05,0,22699.95,-3.74
256265_2026-03-17.jsonl,1,256265,2026-03-17,22750,23550,,,,,1.16,23600,88.27,,1,0,0,0,0,0,14766338,831.9,0.28,183.75,33865,-0.133,true,,59670,830.2,832.7,-5200,823.29,831.15,8.61,0,23581.9,0,14766594,0.05,-1,-22.4,2439255,0.243,true,,101215855,0.05,0.1,476905,0,0,0.05,0,22749.95,-3.52
256265_2026-03-17.jsonl,1,256265,2026-03-17,22800,23550,,,,,1.16,23600,93.07,,1,0,0,0,0,0,14766850,782.35,0.28,173.5,63960,-0.436,true,,384800,780.4,782.45,-49530,773.29,781.15,9.06,0,23582.35,0.01,14767106,0.1,-1,-25.299999999999997,5528185,-0.035,true,,204352005,0.05,0.1,-199030,0,0,0.1,0,22799.9,-3.31
256265_2026-03-17.jsonl,1,256265,2026-03-17,22850,23550,,,,,1.16,23600,69.56,,1,0,0,0,0,0,14767362,732.4,0.29,163.85000000000002,43290,-0.3,true,,107900,730.15,732.45,-18525,723.29,731.15,9.11,0,23582.4,0.01,14767874,0.1,-1,-29.7,2670850,0.183,true,,155980370,0.05,0.1,413335,0,0,0.1,0,22849.9,-3.1
256265_2026-03-17.jsonl,1,256265,2026-03-17,22900,23550,,,,,1.16,23600,57.46,,1,0,0,0,0,0,14768130,680.35,0.32,164.60000000000002,79040,-0.523,true,,873600,680.2,682.15,-86775,673.29,681.15,7.06,0,23580.35,0,14768642,0.05,-1,-34.7,3855345,-0.098,false,high-bid-offer-spread,253372600,0,0.05,-420615,0,0,0.05,0,22899.95,-2.89
256265_2026-03-17.jsonl,1,256265,2026-03-17,22950,23550,,,,,1.16,23600,33.48,,1,0,0,0,0,0,14768898,631.45,0.34,158.85000000000002,80210,-0.358,true,,407290,630.05,631.5,-44785,623.29,631.15,8.16,0,23581.45,0,14769666,0.05,-1,-40.300000000000004,2411955,0.269,false,high-bid-offer-spread,225859465,0,0.05,510770,0,0,0.05,0,22949.95,-2.68
256265_2026-03-17.jsonl,1,256265,2026-03-17,23000,23550,,,,,1.16,23600,15.56,,1,0,0,0,0,0,14769922,581.35,0.35,150.55,566995,-0.634,true,,10613460,579.8,581.45,-983515,573.29,581.15,8.06,0,23581.35,0,14770690,0.05,-1,-46.900000000000006,7852845,-0.058,false,high-bid-offer-spread,562647930,0,0.05,-480480,0,0,0.05,0,22999.95,-2.46
256265_2026-03-17.jsonl,1,256265,2026-03-17,23050,23550,,,,,1.16,23600,9.64,,1,0,0,0,0,0,14770946,531.55,0.36,140.79999999999995,306280,-0.228,true,,1801410,531,531.55,-90350,523.29,531.15,8.26,0,23581.55,0,14771458,0.05,-1,-54.95,2269410,0.078,false,high-bid-offer-spread,291564130,0,0.05,164255,0,0,0.05,0,23049.95,-2.25
256265_2026-03-17.jsonl,1,256265,2026-03-17,23100,23550,,,,,1.16,23600,15.88,,1,0,0,0,0,0,14771714,480.35,0.37,129.8,316940,-0.638,true,,10818340,480.35,482.15,-558545,473.29,481.15,7.06,0,23580.35,0,14771970,0.05,-1,-63.800000000000004,5031195,0.175,true,,521996670,0.05,0.1,750425,0,0,0.05,0,23099.95,-2.04
256265_2026-03-17.jsonl,1,256265,2026-03-17,23150,23550,,,,,1.16,23600,4.06,,1,0,0,0,0,0,14772226,430.05,0.39,119.80000000000001,1051570,-0.161,true,,8451560,430.05,430.75,-201890,423.29,431.15,6.76,0,23580.05,0,14773506,0.05,-1,-74.65,3853070,0.266,true,,438033115,0.05,0.1,809055,0,0,0.05,0,23149.95,-1.83
256265_2026-03-17.jsonl,1,256265,2026-03-17,23200,23550,,,,,1.16,23600,7.86,,1,0,0,0,0,0,14773762,380.9,0.39,107.29999999999995,868010,-0.617,true,,49388625,380.55,380.9,-1400295,373.29,381.15,7.61,0,23580.9,0,14774018,0.05,-1,-86.95,5728970,0.181,true,,849477330,0.05,0.1,877370,0,0,0.05,0,23199.95,-1.62
256265_2026-03-17.jsonl,1,256265,2026-03-17,23250,23550,,,,,1.16,23600,8.73,,1,0,0,0,0,0,14774274,331.15,0.4,94.09999999999997,363220,-0.704,true,,41672345,330.35,331.45,-862615,323.29,331.15,7.86,0,23581.15,0,14775298,0.05,-1,-101.25,2992860,0.704,false,high-bid-offer-spread,650530465,0,0.05,1236560,0,0,0.05,0,23249.95,-1.4
256265_2026-03-17.jsonl,1,256265,2026-03-17,23300,23550,,,,,1.16,23600,5.41,,1,0,0,0,0,0,14777090,280.35,0.36,74.80000000000001,1117870,-0.569,true,,180522615,280.3,280.95,-1476085,273.29,281.15,7.06,0,23580.35,0,14777346,0.05,-1,-118.65,5371665,0.446,false,high-bid-offer-spread,1135878055,0,0.05,1657760,0,0,0.05,0,23299.95,-1.19
256265_2026-03-17.jsonl,1,256265,2026-03-17,23350,23550,,,,,1.16,23600,6.77,,1,0,0,0,0,0,14777602,230.4,0.34,58.900000000000006,761345,-0.318,true,,253560515,230.7,230.9,-354835,223.29,231.15,7.11,0,23580.4,0,14779906,0.05,-1,-138.79999999999998,4773210,2.138,false,high-bid-offer-spread,1078332645,0,0.05,3252015,0,0,0.05,0,23349.95,-0.98
256265_2026-03-17.jsonl,1,256265,2026-03-17,23400,23550,,,,,1.16,23600,3.78,,1,0,0,0,0,0,14780162,180.8,0.23,33.80000000000001,2436200,-0.33,true,,810312360,180.8,181.15,-1199510,173.29,181.15,7.51,0,23580.8,0,14781954,0.05,-1,-160.04999999999998,9591205,2.208,false,high-bid-offer-spread,1704533675,0,0.05,6601725,0,0,0.05,,23399.95,-0.77
256265_2026-03-17.jsonl,1,256265,2026-03-17,23450,23550,,,,,1.16,23600,3.48,,1,0,0,0,0,0,14782210,130.9,0.05,5.650000000000006,1994850,-0.046,true,,788579805,130.9,131,-95225,123.29,131.15,7.61,0,23580.9,0,14782466,0.05,-1,-183.1,6940830,4.339,false,high-bid-offer-spread,1254035250,0,0.05,5640765,0,0,0.05,,23449.95,-0.56
256265_2026-03-17.jsonl,1,256265,2026-03-17,23500,23550,,,,,1.16,23600,3.01,,1,0,0,0,0,0,14782722,81.1,-0.2,-19.700000000000003,3260140,-0.525,true,,1730932125,80.95,81.1,-3609255,73.29,81.15,7.81,0,23581.1,0,14783490,0.05,-1,-211.14999999999998,11549980,4.172,false,high-bid-offer-spread,1837720365,0,0.05,9316905,0,0,0.05,0,23499.95,-0.34
256265_2026-03-17.jsonl,1,256265,2026-03-17,23550,23550,,,,,1.16,23600,4.47,,1,0,0,0,0,0,14783746,31.1,-0.62,-50.35,4544865,1.598,true,,1684545720,31.1,31.15,2795780,23.29,31.15,7.81,0,23581.1,0,14784514,0.05,-1,-241.95,19034600,35.225,false,high-bid-offer-spread,1507131795,0,0.05,18509140,0,0,0.05,0,23549.95,-0.13
256265_2026-03-17.jsonl,1,256265,2026-03-17,23600,23550,,,,,1.16,23600,0.44,,,0,0,,0,0,14784770,0.05,-1,-64.05,20334665,3.552,false,high-bid-offer-spread,2971385755,0,0.05,15867735,0,0,0.05,0,23600.05,0.08,14785538,18.8,-0.93,-257.2,10013640,8.493,true,,1330492280,18.8,18.85,8958820,26.71,18.85,-7.91,0,23581.2,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23650,23550,,,,,1.16,23600,0.23,,,0,0,,0,0,14785794,0.05,-1,-50.95,11000795,5.502,false,high-bid-offer-spread,2070567850,0,0.05,9308910,0,0,0.05,0,23650.05,0.29,14787330,68.55,-0.78,-244.75,2369705,5.821,true,,317746065,68.55,68.85,2022280,76.71,68.85,-8.16,0,23581.45,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23700,23550,,,,,1.16,23600,0.08,,,0,0,,0,0,14787586,0.05,-1,-39.1,8564790,0.555,false,high-bid-offer-spread,1899698190,0,0.05,3058380,0,0,0.05,,23700.05,0.5,14788610,118.8,-0.66,-230.75,764335,-0.226,true,,138350290,118.5,118.85,-222690,126.71,118.85,-7.91,0,23581.2,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23750,23550,,,,,1.16,23600,0.08,,,0,0,,0,0,14788866,0.05,-1,-31.65,4082325,1.102,false,high-bid-offer-spread,972461685,0,0.05,2140125,0,0,0.05,,23750.05,0.72,14789890,168.7,-0.57,-223.60000000000002,300170,-0.024,true,,25083760,168.6,169,-7410,176.71,168.85,-8.01,0,23581.3,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23800,23550,,,,,1.16,23600,0.08,,,0,0,,0,0,14790146,0.05,-1,-24.75,6607705,0.401,false,high-bid-offer-spread,787365215,0,0.05,1892215,0,0,0.05,,23800.05,0.93,14793474,218.2,-0.5,-215.7,470340,-0.141,true,,25558390,218.2,218.9,-77025,226.71,218.85,-8.51,0,23581.8,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23850,23550,,,,,1.16,23600,0.03,,,0,0,,0,0,14793986,0.05,-1,-20,3735550,1.549,false,high-bid-offer-spread,305401070,0,0.05,2270255,0,0,0.05,,23850.05,1.14,14794242,268.2,-0.45,-221.8,127335,-0.264,true,,4509050,268.2,269.05,-45630,276.71,268.85,-8.51,0,23581.8,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23900,23550,,,,,1.16,23600,0.04,,,0,0,,0,0,14794498,0.05,-1,-16.15,5014165,0.551,false,high-bid-offer-spread,278416840,0,0.05,1782105,0,0,0.05,,23900.05,1.35,14794754,318.25,-0.4,-212.14999999999998,217230,-0.377,true,,3291210,318.25,319.1,-131690,326.71,318.85,-8.46,0,23581.75,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,23950,23550,,,,,1.16,23600,0.06,,,0,0,,0,0,14795010,0.05,-1,-13.45,2933580,0.656,false,high-bid-offer-spread,154419850,0,0.05,1162005,0,0,0.05,,23950.05,1.56,14795266,368.05,-0.36,-206.24999999999994,201435,-0.104,true,,570505,368.1,369.4,-23335,376.71,368.85,-8.66,0,23581.95,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24000,23550,,,,,1.16,23600,0.04,,,0,0,,0,0,14795522,0.05,-1,-11.399999999999999,10566920,-0.001,false,high-bid-offer-spread,281113625,0,0.05,-12675,0,0,0.05,,24000.05,1.78,14795778,418.05,-0.33,-209.99999999999994,380445,-0.478,true,,4393025,418.05,418.85,-348920,426.71,418.85,-8.66,0,23581.95,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24050,23550,,,,,1.16,23600,0.09,,,0,0,,0,0,14796034,0.05,-0.99,-9.5,1975870,0.237,false,high-bid-offer-spread,102828245,0,0.05,378235,0,0,0.05,,24050.05,1.99,14796290,468.7,-0.31,-211.95,181675,-0.105,true,,193115,468.7,469.55,-21385,476.71,468.85,-8.01,0,23581.3,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24100,23550,,,,,1.16,23600,0.04,,,0,0,,0,0,14796546,0.05,-0.99,-8.1,3990350,-0.023,false,high-bid-offer-spread,133405610,0,0.05,-93015,0,0,0.05,,24100.05,2.2,14796802,519.9,-0.28,-204.80000000000007,151060,-0.314,true,,338650,518.05,519.8,-69160,526.71,518.85,-6.81,0,23580.1,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24150,23550,,,,,1.16,23600,0.13,,,0,0,,0,0,14797058,0.05,-0.99,-6.95,2035475,-0.198,false,high-bid-offer-spread,81403140,0,0.05,-501800,0,0,0.05,,24150.05,2.41,14797314,568,-0.26,-199.29999999999995,263510,-0.079,true,,111280,568.35,570,-22555,576.71,568.85,-8.71,0,23582,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24200,23550,,,,,1.16,23600,0.09,,,0,0,,0,0,14798338,0.05,-0.99,-6,4617860,-0.156,false,high-bid-offer-spread,88212085,0,0.05,-855270,0,0,0.05,,24200.05,2.62,14800130,619.4,-0.25,-207.14999999999998,397995,-0.297,true,,452075,617.5,619.4,-168220,626.71,618.85,-7.31,0,23580.6,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24250,23550,,,,,1.16,23600,0.14,,,0,0,,0,0,14800386,0.05,-0.99,-5.2,1695850,-0.247,false,high-bid-offer-spread,30917640,0,0.05,-555100,0,0,0.05,,24250.05,2.84,14800898,669.5,-0.25,-221.39999999999998,257530,-0.17,true,,139750,667.55,669.4,-52845,676.71,668.85,-7.21,0,23580.5,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24300,23550,,,,,1.16,23600,0.09,,,0,0,,0,0,14801154,0.05,-0.99,-4.55,5699980,0.122,false,high-bid-offer-spread,57935345,0,0.05,617825,0,0,0.05,,24300.05,3.05,14801410,717.6,-0.22,-204.89999999999998,540345,-0.259,true,,536185,717.6,719.35,-188630,726.71,718.85,-9.11,0,23582.4,0.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,24350,23550,,,,,1.16,23600,0.07,,,0,0,,0,0,14803458,0.05,-0.99,-3.95,1432210,-0.029,false,high-bid-offer-spread,23099375,0,0.05,-42120,0,0,0.05,,24350.05,3.26,14803714,770.45,-0.2,-188.14999999999998,101790,-0.031,true,,31330,768.6,770.5,-3250,776.71,768.85,-6.26,0,23579.55,-0.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,24400,23550,,,,,1.16,23600,0.07,,,0,0,,0,0,14804994,0.05,-0.99,-3.45,4069390,0.066,false,high-bid-offer-spread,51040795,0,0.05,253695,0,0,0.05,,24400.05,3.47,14805250,818.35,-0.19,-197,299390,-0.044,true,,176930,818.8,820.45,-13650,826.71,818.85,-8.36,0,23581.65,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24450,23550,,,,,1.16,23600,0.03,,,0,0,,0,0,14806274,0.05,-0.98,-3.1,1615770,-0.068,false,high-bid-offer-spread,16871335,0,0.05,-117780,0,0,0.05,,24450.05,3.68,14808578,869.75,-0.17,-181.4000000000001,41990,-0.176,true,,30160,868.05,869.45,-8970,876.71,868.85,-6.96,0,23580.25,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24500,23550,,,,,1.16,23600,0.06,,,0,0,,0,0,14808834,0.05,-0.98,-2.7,7236255,-0.126,false,high-bid-offer-spread,70362435,0,0.05,-1043770,0,0,0.05,,24500.05,3.9,14811138,920.8,-0.19,-213.45000000000005,467025,-0.126,true,,467740,919,920.9,-67405,926.71,918.85,-5.91,0,23579.2,-0.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,24550,23550,,,,,1.16,23600,0.05,,,0,0,,0,0,14811394,0.05,-0.98,-2.4000000000000004,1367925,-0.101,false,high-bid-offer-spread,9818510,0,0.05,-153790,0,0,0.05,,24550.05,4.11,14813698,968.35,-0.15,-173.94999999999993,68380,-0.112,true,,21515,967.75,970.95,-8645,976.71,968.85,-8.36,0,23581.65,0
256265_2026-03-17.jsonl,1,256265,2026-03-17,24600,23550,,,,,1.16,23600,0.08,,,0,0,,0,0,14813954,0.05,-0.98,-2.2,2252380,-0.346,false,high-bid-offer-spread,20255950,0,0.05,-1194115,0,0,0.05,,24600.05,4.32,14814210,1020.8,-0.17,-204.45000000000005,169715,-0.344,true,,172315,1019.85,1020.6,-89180,1026.71,1018.85,-5.91,0,23579.2,-0.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,24650,23550,,,,,1.16,23600,0.05,,,0,0,,0,0,14814466,0.05,-0.98,-1.95,666510,-0.145,false,high-bid-offer-spread,6575335,0,0.05,-112580,0,0,0.05,,24650.05,4.53,14814722,1071,-0.14,-181.29999999999995,32240,-0.078,true,,8710,1068.15,1071.3,-2730,1076.71,1068.85,-5.71,0,23579,-0.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,24700,23550,,,,,1.16,23600,0.09,,,0,0,,0,0,14814978,0.05,-0.97,-1.8499999999999999,1360515,-0.465,false,high-bid-offer-spread,13708565,0,0.05,-1184040,0,0,0.05,,24700.05,4.74,14815234,1121.25,-0.16,-209.1500000000001,119210,-0.089,true,,51350,1120,1121.15,-11635,1126.71,1118.85,-5.46,0,23578.75,-0.01
256265_2026-03-17.jsonl,1,256265,2026-03-17,24750,23550,,,,,1.16,23600,0.07,,,0,0,,0,0,14815490,0.05,-0.97,-1.65,506220,-0.293,false,high-bid-offer-spread,4319965,0,0.05,-209300,0,0,0.05,,24750.05,4.96,14815746,1171.75,-0.15,-205.9000000000001,34840,-0.319,true,,23530,1168.1,1171.45,-16315,1176.71,1168.85,-4.96,0,23578.25,-0.01
